SonicWALL SKU,Networking/ISG SKUs (TZ500 and above),Partner Software (Nexus/Tracker SKUs) TZ400 and below,Partner Software (Harmony SKUs) TZ400 and below,SonicWALL Product Description ,MSRP (USD),SecureFirst Discount Eligibility,Minimum Advertised Price (MAP),Hardware/Software,Special Requirements,Notes
01-SSC-2239,N/A,0,0,SMA 200 24X7 SUPPORT FOR UP TO 50 USERS (3 YR),1070,Y,1070,S,0,0
01-SSC-2240,N/A,0,0,SMA 200 10 DAY 50-USER SPIKE LICENSE ,275,Y,275,S,0,0
01-SSC-2241,N/A,0,0,SMA 200 WEB APPLICATION FIREWALL (1 YR),960,Y,960,S,0,0
01-SSC-2243,N/A,A9613466,0,SMA 400 WITH 25 USER LICENSE,1995,Y,1995,H,0,0
01-SSC-2244,N/A,0,0,SMA 400 ADDITIONAL 10 CONCURRENT USERS,515,Y,515,S,0,0
01-SSC-2245,N/A,A9613467,0,SMA 400 ADDITIONAL 25 CONCURRENT USERS ,995,Y,995,S,0,0
01-SSC-2246,N/A,0,0,SMA 400 ADDITIONAL 100 CONCURRENT USERS,2875,Y,2875,S,0,0
01-SSC-2247,N/A,0,0,SMA 400 24X7 SUPPORT FOR UP TO 100 USERS (1 YR),605,Y,605,S,0,0
01-SSC-2248,N/A,0,0,SMA 400 24X7 SUPPORT FOR 101-250USER 1YR,1750,Y,1750,S,0,0
01-SSC-2249,N/A,0,0,SMA 400 24X7 SUPPORT FOR UP TO 100 USERS (2 YR),1035,Y,1035,S,0,0
01-SSC-2250,N/A,0,0,SMA 400 24X7 SUPPORT FOR 101-250USER 2YR,3060,Y,3060,S,0,0
01-SSC-2251,N/A,A9613468,0,SMA 400 24X7 SUPPORT FOR UP TO 100 USERS (3 YR),1460,Y,1460,S,0,0
01-SSC-2252,N/A,0,0,SMA 400 24X7 SUPPORT FOR 101-250USER 3YR,4130,Y,4130,S,0,0
01-SSC-2253,N/A,0,0,SMA 400 10 DAY 250USER SPIKE LICENSE,2175,Y,2175,S,0,0
01-SSC-2254,N/A,0,0,SMA 400 WEB APPLICATION FIREWALL (1 YR),960,Y,960,S,0,0
01-SSC-2298,N/A,0,0,SMA CMS POOLED LICENSE 10 USER 1YR,1000,Deal Registration Eligible Any Value,1000,S,0,Includes license for up to 10 sessions and 24x7 support for 1 year
01-SSC-2299,N/A,0,0,SMA CMS POOLED LICENSE 10 USER 3YR,2500,Deal Registration Eligible Any Value,2500,S,0,Includes license for up to 10 sessions and 24x7 support for 3 years
01-SSC-2300,N/A,A9616210,0,SONICWALL SECURE MOBILE ACCESS 6200 WITH ADMINISTRATOR TEST LICENSE,4500,Deal Registration Eligible Any Value,4500,H,0,0
01-SSC-2301,N/A,0,0,SONICWALL SECURE MOBILE ACCESS 7200 WITH ADMINISTRATOR TEST LICENSE,12500,Deal Registration Eligible Any Value,12500,H,0,0
01-SSC-2323,N/A,0,0,24X7 SUPPORT FOR SMA 6200 5 USER 1 YR – STACKABLE,618,Deal Registration Eligible Any Value,618,S,0,0
01-SSC-2324,N/A,0,0,24X7 SUPPORT FOR SMA 6200 5 USER 2 YR - STACKABLE,988,Deal Registration Eligible Any Value,988,S,0,0
01-SSC-2325,N/A,0,0,24X7 SUPPORT FOR SMA 6200 5 USER 3 YR - STACKABLE,1298,Deal Registration Eligible Any Value,1298,S,0,0
01-SSC-2326,N/A,0,0,24X7 SUPPORT FOR SMA 6200 100 USER 1 YR - STACKABLE,2014,Deal Registration Eligible Any Value,2014,S,0,0
01-SSC-2327,N/A,0,0,24X7 SUPPORT FOR SMA 6200 100 USER 2 YR - STACKABLE,3223,Deal Registration Eligible Any Value,3223,S,0,0
01-SSC-2328,N/A,0,0,24X7 SUPPORT FOR SMA 6200 100 USER 3 YR - STACKABLE,4230,Deal Registration Eligible Any Value,4230,S,0,0
01-SSC-2329,N/A,0,0,24X7 SUPPORT FOR SMA 6200 250 USER 1 YR - STACKABLE,3780,Deal Registration Eligible Any Value,3780,S,0,0
01-SSC-2330,N/A,0,0,24X7 SUPPORT FOR SMA 6200 250 USER 2 YR - STACKABLE,6048,Deal Registration Eligible Any Value,6048,S,0,0
01-SSC-2331,N/A,0,0,24X7 SUPPORT FOR SMA 6200 250 USER 3 YR - STACKABLE,7937,Deal Registration Eligible Any Value,7937,S,0,0
01-SSC-2332,N/A,0,0,24X7 SUPPORT FOR SMA 6200 500 USER 1 YR - STACKABLE,6239,Deal Registration Eligible Any Value,6239,S,0,0
01-SSC-2333,N/A,0,0,24X7 SUPPORT FOR SMA 6200 500 USER 2 YR - STACKABLE,9983,Deal Registration Eligible Any Value,9983,S,0,0
01-SSC-2334,N/A,0,0,24X7 SUPPORT FOR SMA 6200 500 USER 3 YR - STACKABLE,13103,Deal Registration Eligible Any Value,13103,S,0,0
01-SSC-2335,N/A,0,0,24X7 SUPPORT FOR SMA 6200 1000 USER 1 YR - STACKABLE,8189,Deal Registration Eligible Any Value,8189,S,0,0
01-SSC-2336,N/A,0,0,24X7 SUPPORT FOR SMA 6200 1000 USER 2 YR - STACKABLE,13103,Deal Registration Eligible Any Value,13103,S,0,0
01-SSC-2337,N/A,0,0,24X7 SUPPORT FOR SMA 6200 1000 USER 3 YR - STACKABLE,17198,Deal Registration Eligible Any Value,17198,S,0,0
01-SSC-2338,N/A,0,0,24X7 SUPPORT FOR SMA 6200 2000 USER 1 YR - STACKABLE,9205,Deal Registration Eligible Any Value,9205,S,0,0
01-SSC-2339,N/A,0,0,24X7 SUPPORT FOR SMA 6200 2000 USER 2 YR - STACKABLE,14721,Deal Registration Eligible Any Value,14721,S,0,0
01-SSC-2340,N/A,0,0,24X7 SUPPORT FOR SMA 6200 2000 USER 3 YR - STACKABLE,19330,Deal Registration Eligible Any Value,19330,S,0,0
01-SSC-2341,N/A,0,0,24X7 SUPPORT FOR SMA 7200 5 USER 1 YR - STACKABLE,1723,Deal Registration Eligible Any Value,1723,S,0,0
01-SSC-2342,N/A,0,0,24X7 SUPPORT FOR SMA 7200 5 USER 2 YR - STACKABLE,2756,Deal Registration Eligible Any Value,2756,S,0,0
01-SSC-2343,N/A,0,0,24X7 SUPPORT FOR SMA 7200 5 USER 3 YR - STACKABLE,3617,Deal Registration Eligible Any Value,3617,S,0,0
01-SSC-2344,N/A,0,0,24X7 SUPPORT FOR SMA 7200 100 USER 1 YR - STACKABLE,3119,Deal Registration Eligible Any Value,3119,S,0,0
01-SSC-2345,N/A,0,0,24X7 SUPPORT FOR SMA 7200 100 USER 2 YR - STACKABLE,4991,Deal Registration Eligible Any Value,4991,S,0,0
01-SSC-2346,N/A,0,0,24X7 SUPPORT FOR SMA 7200 100 USER 3 YR - STACKABLE,6551,Deal Registration Eligible Any Value,6551,S,0,0
01-SSC-2347,N/A,0,0,24X7 SUPPORT FOR SMA 7200 250 USER 1 YR - STACKABLE,4885,Deal Registration Eligible Any Value,4885,S,0,0
01-SSC-2348,N/A,0,0,24X7 SUPPORT FOR SMA 7200 250 USER 2 YR - STACKABLE,7816,Deal Registration Eligible Any Value,7816,S,0,0
01-SSC-2349,N/A,0,0,24X7 SUPPORT FOR SMA 7200 250 USER 3 YR - STACKABLE,10258,Deal Registration Eligible Any Value,10258,S,0,0
01-SSC-2350,N/A,0,0,24X7 SUPPORT FOR SMA 7200 500 USER 1 YR - STACKABLE,6239,Deal Registration Eligible Any Value,6239,S,0,0
01-SSC-2351,N/A,0,0,24X7 SUPPORT FOR SMA 7200 500 USER 2 YR - STACKABLE,9983,Deal Registration Eligible Any Value,9983,S,0,0
01-SSC-2352,N/A,0,0,24X7 SUPPORT FOR SMA 7200 500 USER 3 YR - STACKABLE,13103,Deal Registration Eligible Any Value,13103,S,0,0
01-SSC-2353,N/A,0,0,24X7 SUPPORT FOR SMA 7200 1000 USER 1 YR - STACKABLE,8189,Deal Registration Eligible Any Value,8189,S,0,0
01-SSC-2354,N/A,0,0,24X7 SUPPORT FOR SMA 7200 1000 USER 2 YR - STACKABLE,13103,Deal Registration Eligible Any Value,13103,S,0,0
01-SSC-2355,N/A,A9613544,0,24X7 SUPPORT FOR SMA 7200 1000 USER 3 YR - STACKABLE,17198,Deal Registration Eligible Any Value,17198,S,0,0
01-SSC-2356,N/A,0,0,24X7 SUPPORT FOR SMA 7200 2500 USER 1 YR - STACKABLE,13207,Deal Registration Eligible Any Value,13207,S,0,0
01-SSC-2357,N/A,0,0,24X7 SUPPORT FOR SMA 7200 2500 USER 2 YR - STACKABLE,21132,Deal Registration Eligible Any Value,21132,S,0,0
01-SSC-2358,N/A,0,0,24X7 SUPPORT FOR SMA 7200 2500 USER 3 YR- STACKABLE,27735,Deal Registration Eligible Any Value,27735,S,0,0
01-SSC-2365,N/A,0,0,24X7 SUPPORT FOR SMA 7200 10000 USER 1 YR - STACKABLE,19000,Deal Registration Eligible Any Value,19000,S,0,0
01-SSC-2366,N/A,0,0,24X7 SUPPORT FOR SMA 7200 10000 USER 2 YR - STACKABLE,32300,Deal Registration Eligible Any Value,32300,S,0,0
01-SSC-2367,N/A,0,0,24X7 SUPPORT FOR SMA 7200 10000 USER 3 YR - STACKABLE,45600,Deal Registration Eligible Any Value,45600,S,0,0
01-SSC-2368,N/A,0,0,SMA 10 DAY 5- 1000 SPIKE FOR SMA 6200 (INCREMENTAL NEEDED TO REACH CAPACITY),1638,Deal Registration Eligible Any Value,1638,S,0,0
01-SSC-2369,N/A,0,0,SMA 10 DAY 1000-2000 SPIKE FOR SMA 6200 (INCREMENTAL NEEDED TO REACH CAPACITY),2558,Deal Registration Eligible Any Value,2558,S,0,0
01-SSC-2370,N/A,0,0,SMA 30 DAY 5- 1000 SPIKE FOR SMA 6200  (INCREMENTAL NEEDED TO REACH CAPACITY),3274,Deal Registration Eligible Any Value,3274,S,0,0
01-SSC-2371,N/A,0,0,SMA 30 DAY 1000-2000 SPIKE FOR SMA 6200 (INCREMENTAL NEEDED TO REACH CAPACITY),5116,Deal Registration Eligible Any Value,5116,S,0,0
01-SSC-2372,N/A,A9613471,0,"SMA 10 DAY 5-5,000 SPIKE FOR SMA 7200 (INCREMENTAL NEEDED TO REACH CAPACITY)",5167,Deal Registration Eligible Any Value,5167,S,0,0
01-SSC-2373,N/A,0,0,"SMA 10 DAY 5005-10,000 SPIKE FOR SMA 7200 (INCREMENTAL NEEDED TO REACH CAPACITY)",9000,Deal Registration Eligible Any Value,9000,S,0,0
01-SSC-2374,N/A,0,0,"SMA 30 DAY 5-5,000 SPIKE FOR SMA 7200 (INCREMENTAL NEEDED TO REACH CAPACITY)",10335,Deal Registration Eligible Any Value,10335,S,0,0
01-SSC-2375,N/A,0,0,"SMA 30 DAY 5005-10,000 SPIKE FOR SMA 7200 (INCREMENTAL NEEDED TO REACH CAPACITY)",22000,Deal Registration Eligible Any Value,22000,S,0,0
01-SSC-2379,N/A,0,0,24X7 SUPPORT FOR SMA 7200 25 USER 1 YR - STACKABLE,2129,Deal Registration Eligible Any Value,2129,S,0,0
01-SSC-2380,N/A,0,0,24X7 SUPPORT FOR SMA 7200 25 USER 2 YR - STACKABLE,3406,Deal Registration Eligible Any Value,3406,S,0,0
01-SSC-2381,N/A,0,0,24X7 SUPPORT FOR SMA 7200 25 USER 3 YR - STACKABLE,4470,Deal Registration Eligible Any Value,4470,S,0,0
01-SSC-2382,N/A,0,0,24X7 SUPPORT FOR SMA 7200 50 USER 1 YR - STACKABLE,2502,Deal Registration Eligible Any Value,2502,S,0,0
01-SSC-2383,N/A,0,0,24X7 SUPPORT FOR SMA 7200 50 USER 2 YR - STACKABLE,4003,Deal Registration Eligible Any Value,4003,S,0,0
01-SSC-2384,N/A,0,0,24X7 SUPPORT FOR SMA 7200 50 USER 3 YR - STACKABLE,5254,Deal Registration Eligible Any Value,5254,S,0,0
01-SSC-2388,N/A,0,0,24X7 SUPPORT FOR SMA 6200 25 USER 1 YR - STACKABLE,1024,Deal Registration Eligible Any Value,1024,S,0,0
01-SSC-2389,N/A,0,0,24X7 SUPPORT FOR SMA 6200 25 USER 2 YR - STACKABLE,1638,Deal Registration Eligible Any Value,1638,S,0,0
01-SSC-2390,N/A,0,0,24X7 SUPPORT FOR SMA 6200 25 USER 3 YR - STACKABLE,2150,Deal Registration Eligible Any Value,2150,S,0,0
01-SSC-2391,N/A,0,0,24X7 SUPPORT FOR SMA 6200 50 USER 1 YR - STACKABLE,1397,Deal Registration Eligible Any Value,1397,S,0,0
01-SSC-2392,N/A,0,0,24X7 SUPPORT FOR SMA 6200 50 USER 2 YR - STACKABLE,2235,Deal Registration Eligible Any Value,2235,S,0,0
01-SSC-2393,N/A,0,0,24X7 SUPPORT FOR SMA 6200 50 USER 3 YR - STACKABLE,2933,Deal Registration Eligible Any Value,2933,S,0,0
01-SSC-2401,N/A,0,0,SMA CMS POOLED LICENSE 50 USER 1YR,5000,Deal Registration Eligible Any Value,5000,S,0,Includes license for up to 50 sessions and 24x7 support for 1 year
01-SSC-2402,N/A,0,0,SMA CMS POOLED LICENSE 50 USER 3YR,12500,Deal Registration Eligible Any Value,12500,S,0,Includes license for up to 50 sessions and 24x7 support for 3 years
01-SSC-2403,N/A,0,0,SMA CMS POOLED LICENSE 250 USER 1YR,18000,Deal Registration Eligible Any Value,18000,S,0,Includes license for up to 250 sessions and 24x7 support for 1 year
01-SSC-2404,N/A,0,0,SMA CMS POOLED LICENSE 250 USER 3YR,45000,Deal Registration Eligible Any Value,45000,S,0,Includes license for up to 250 sessions and 24x7 support for 3 years
01-SSC-2405,N/A,0,0,SMA 6200 FIPS ADD-ON SUPPORT    ,1995,Deal Registration Eligible Any Value,1995,S,0,0
01-SSC-2406,N/A,0,0,SMA 7200 FIPS ADD-ON SUPPORT,3995,Deal Registration Eligible Any Value,3995,S,0,0
01-SSC-2407,N/A,0,0,SMA 400 WEB APPLICATION FIREWALL (2 YR),1210,Y,1210,S,0,0
01-SSC-2408,N/A,0,0,SMA 400 WEB APPLICATION FIREWALL (3 YR),1550,Y,1550,S,0,0
01-SSC-2409,N/A,0,0,SMA 200 WEB APPLICATION FIREWALL (2 YR),1210,Y,1210,S,0,0
01-SSC-2410,N/A,0,0,SMA 200 WEB APPLICATION FIREWALL (3 YR),1550,Y,1550,S,0,0
01-SSC-2414,N/A,0,0,SONICWALL SMA 500V ADD 100 USER,2500,Y,2500,S,0,SonicWALL SRA Virtual Appliance Add 100 User
01-SSC-2415,N/A,0,0,SONICWALL SMA 400 SECURE UPGRADE PLUS UP TO 100USER 1YR,2340,Y,2340,H,0,"include the SMA 400 appliance, 25 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2416,N/A,A9613442,0,SONICWALL SMA 400 SECURE UPGRADE PLUS UP TO 100USER 3YR,3110,Y,3110,H,0,"include the SMA 400 appliance, 25 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2417,N/A,0,0,SONICWALL SMA 400 SECURE UPGRADE PLUS 101-250USER 3YR,5513,Y,5513,H,0,"include the SMA 400 appliance, 25 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2418,N/A,0,0,SONICWALL SMA 200 SECURE UPGRADE PLUS UP TO 25USER 1YR,1391,Y,1391,H,0,"include the SMA 200 appliance, 5 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2419,N/A,0,0,SONICWALL SMA 200 SECURE UPGRADE PLUS UP TO 25USER 3YR,1805,Y,1805,H,0,"include the SMA 200 appliance, 5 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2420,N/A,0,0,SONICWALL SMA 200 SECURE UPGRADE PLUS 26-50USER 3YR,2088,Y,2088,H,0,"include the SMA 200 appliance, 5 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2740,N/A,0,0,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (10 USER) (1 YR),325,Y,325,S,0,0
01-SSC-2741,N/A,0,0,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (50 USER) (1 YR),1625,Y,1625,S,0,0
01-SSC-2742,N/A,A9613515,0,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (100 USER) (1 YR),2995,Y,2995,S,0,0
01-SSC-2743,N/A,0,0,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (5 USER) (1 YR),165,Y,165,S,0,0
01-SSC-2745,N/A,0,0,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (25 USER) (1 YR),813,Y,813,S,0,0
01-SSC-2848,N/A,0,0,SONICWALL TZ 170 POWER SUPPLY,33,Y,25,H,0,0
01-SSC-2897,N/A,0,0,SONICWALL GLOBAL VPN CLIENT WINDOWS  - 1000 LICENSES,3995,Y,3995,S,0,0
01-SSC-2908,N/A,0,0,SONICWALL SMA 400 SECURE UPGRADE PLUS 101-250USER 1YR,3371,Y,3371,H,0,"include the SMA 400 appliance, 25 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-2909,N/A,0,0,SONICWALL SMA 200 SECURE UPGRADE PLUS 26-50USER 1YR,1526,Y,1526,H,0,"include the SMA 200 appliance, 5 concurrent users and 24x7 support for up to the specified number of users."
01-SSC-3301,N/A,A9613474,0,SONICWALL GMS 25 NODE SOFTWARE UPGRADE,5385,Y,5385,S,0,0
01-SSC-3303,N/A,A9613476,0,SONICWALL GMS 100 NODE SOFTWARE UPGRADE,17985,Y,17985,S,0,0
01-SSC-3304,N/A,A9613473,0,SONICWALL GMS 250 NODE SOFTWARE UPGRADE,35985,Y,35985,S,0,0
01-SSC-3306,N/A,0,0,SONICWALL GMS 1000 NODE SOFTWARE UPGRADE,89985,Y,89985,S,0,0
01-SSC-3311,N/A,A9613475,0,SONICWALL GMS 25 NODE SOFTWARE LICENSE,5985,Y,5985,S,0,0
01-SSC-3334,N/A,A9613455,0,SONICWALL GMS E-CLASS 24X7 SOFTWARE SUPPORT FOR 25 NODE (1 YR) ,1139,Y,1139,S,0,"Includes 24x7 telephone, email and Web-based Support, Software updates, access to electronic Support tools and moderated discussion groups.  Support only applies to GMS Software, not to The managed appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3336,N/A,A9613457,0,SONICWALL GMS E-CLASS 24X7 SOFTWARE SUPPORT FOR 100 NODE (1 YR),3419,Y,3419,S,0,"Includes 24x7 telephone, email and Web-based Support, Software updates, access to electronic Support tools and moderated discussion groups.  Support only applies to GMS Software, not to The managed appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3337,N/A,A9613453,0,SONICWALL GMS E-CLASS 24X7 SOFTWARE SUPPORT FOR 250 NODE (1 YR),6839,Y,6839,S,0,"Includes 24x7 telephone, email and Web-based Support, Software updates, access to electronic Support tools and moderated discussion groups.  Support only applies to GMS Software, not to The managed appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3338,N/A,0,0,SONICWALL GMS E-CLASS 24X7 SOFTWARE SUPPORT FOR 1000 NODE (1 YR),17099,Y,17099,S,0,"Includes 24x7 telephone, email and Web-based Support, Software updates, access to electronic Support tools and moderated discussion groups.  Support only applies to GMS Software, not to The managed appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3350,N/A,A9613462,0,SONICWALL GMS 5 NODE SOFTWARE UPGRADE,1245,Y,1245,S,0,0
01-SSC-3353,N/A,0,0,SONICWALL COMPREHENSIVE GMS SUPPORT 24X7 (10 NODE) - (1 YR),1860,Y,1860,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement For devices under management (excluding E-Class appliances), access to electronic Support tools and moderated discussion groups. Support is For both GMS Software and The managed appliances, excluding E-Class appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3354,N/A,0,0,SONICWALL COMPREHENSIVE GMS SUPPORT 24X7 (5 NODE) - (1 YR),930,Y,930,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement For devices under management (excluding E-Class appliances), access to electronic Support tools and moderated discussion groups. Support is For both GMS Software and The managed appliances, excluding E-Class appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3363,N/A,A9613478,0,SONICWALL GMS 10 NODE SOFTWARE LICENSE,2995,Y,2995,S,0,0
01-SSC-3374,N/A,0,0,SONICWALL COMPREHENSIVE GMS SUPPORT 24X7 (25 NODE) - (1 YR),4440,Y,4440,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement For devices under management (excluding E-Class appliances), access to electronic Support tools and moderated discussion groups. Support is For both GMS Software and The managed appliances, excluding E-Class appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3376,N/A,A9613520,0,SONICWALL COMPREHENSIVE GMS SUPPORT 24X7 (100 NODE)  - (1 YR),12780,Y,12780,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement For devices under management (excluding E-Class appliances), access to electronic Support tools and moderated discussion groups. Support is For both GMS Software and The managed appliances, excluding E-Class appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3377,N/A,A9613519,0,SONICWALL COMPREHENSIVE GMS SUPPORT 24X7 (1000 NODE) - (1 YR),82500,Y,82500,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement For devices under management (excluding E-Class appliances), access to electronic Support tools and moderated discussion groups. Support is For both GMS Software and The managed appliances, excluding E-Class appliances.  If GMS is deployed on one or more UMA EM5000 devices, The UMA EM5000 devices are also covered under The Support contract.  Hardware maintenance For UMA EM5000 devices is sold separately"
01-SSC-3378,N/A,A9613524,0,"SONICWALL ANALYZER REPORTING SOFTWARE FOR SOHO, TZ1XX, TZ2XX, TZ3XX, TZ4XX SERIES",125,Y,125,S,0,SonicWALL Analyzer Reporting Software For TZ Class Products
01-SSC-3379,A7483787,N/A,N/A,"SONICWALL ANALYZER REPORTING SOFTWARE FOR NSA 220, 240, 250M, 2400, 2600, TZ5XX, TZ6XX SERIES",250,Y,250,S,0,"SonicWALL Analyzer Reporting Software For NSA 220, 240, 250M, NSA 2400, PRO 1260, PRO 2040 Class Products"
01-SSC-3380,A7483763,N/A,N/A,"SONICWALL ANALYZER REPORTING SOFTWARE FOR THE NSA 3600, 3500, PRO 3060",375,Y,375,S,0,SonicWALL Analyzer Reporting Software For The NSA 3600
01-SSC-3381,A7483742,N/A,N/A,"SONICWALL ANALYZER REPORTING SOFTWARE FOR THE NSA 4600, 4500, PRO 4060, PRO 4100, PRO 5060",440,Y,440,S,0,SonicWALL Analyzer Reporting Software For The NSA 4600
01-SSC-3382,A7483569,N/A,N/A,"SONICWALL ANALYZER REPORTING SOFTWARE FOR NSA 5600, 6600, E-CLASS, AND SUPERMASSIVE PRODUCTS",1250,Deal Registration Eligible Any Value,1250,S,SNWL Authorization Required to Purchase,SonicWALL Analyzer Reporting Software For NSA E-Class and SuperMassive Products
01-SSC-3387,N/A,0,0,"SONICWALL ANALYZER REPORTING SOFTWARE FOR THE SRA 1600, 1200, SRA VIRTUAL APPLIANCE, SMA 200",125,Y,125,S,0,"SonicWALL Analyzer Reporting Software For The SRA 1200, SRA Virtual Appliance, SSL-VPN 200"
01-SSC-3388,N/A,0,0,"SONICWALL ANALYZER REPORTING SOFTWARE FOR THE SRA 4600, 4200, SMA 400 ",250,Y,250,S,0,"SonicWALL Analyzer Reporting Software For The SRA 4200, SSL-VPN 2000, SSL-VPN 4000"
01-SSC-3389,N/A,0,0,SONICWALL ANALYZER REPORTING SOFTWARE FOR SRA AND SMA,1250,Deal Registration Eligible Any Value,1250,S,0,"SonicWALL Analyzer Reporting Software For The SRA EX Class & Aventail EX Class Products, E-Class SRA EX Virtual Appliance"
01-SSC-3419,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (5 USER) (1 YR),199,Y,199,S,0,0
01-SSC-3420,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (10 USER) (1 YR),397,Y,397,S,0,0
01-SSC-3421,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (25 USER) (1 YR),980,Y,980,S,0,0
01-SSC-3422,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (50 USER) (1 YR),1935,Y,1935,S,0,0
01-SSC-3423,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (100 USER) (1 YR),3699,Y,3699,S,0,0
01-SSC-3435,N/A,0,A9806684,SNWL CLOUD GMS MANAGEMENT REPORTING LIC FOR TZ 1YR,249,Y,249,S,0,0
01-SSC-3664,N/A,0,A9806686,SNWL CLOUD GMS MANAGEMENT AND WORKFLOW LIC FOR TZ/SOHO 1YR,99,Y,99,S,0,0
01-SSC-3665,N/A,0,0,SNWL CLOUD GMS MANAGEMENT AND WORKFLOW LIC FOR NSA 1YR,149,Y,149,S,0,0
01-SSC-3800,A6833449,N/A,N/A,SONICWALL SUPERMASSIVE 9400,34995,Deal Registration Eligible Any Value,CALL FOR PRICE,H,SNWL Authorization Required to Purchase,"Includes  BGP, Stateful HA and A/A DPI, A/A Clustering licensing and DPI-SSL (applicable with Gateway Security Services)"
01-SSC-3801,A6833369,N/A,N/A,SONICWALL SUPERMASSIVE 9400 HIGH AVAILABILITY,24497,Deal Registration Eligible Any Value,CALL FOR PRICE,H,SNWL Authorization Required to Purchase,High Availability unit for Active/Passive deployments only. Not suitable for Active/Active or for stand-alone operation
01-SSC-3803,A6833423,N/A,N/A,SONICWALL SUPERMASSIVE 9400 TOTALSECURE 1 YR,51793,Deal Registration Eligible Any Value,CALL FOR PRICE,H,SNWL Authorization Required to Purchase,Firewall and 1 year CGSS bundle
01-SSC-3806,A6833422,N/A,N/A,SONICWALL SUPERMASSIVE 9400 SECURE UPGRADE PLUS (2 YR),51793,Deal Registration Eligible Any Value,CALL FOR PRICE,H,0,0
01-SSC-3807,A6833476,N/A,N/A,SONICWALL SUPERMASSIVE 9400 SECURE UPGRADE PLUS (3 YR),63551,Deal Registration Eligible Any Value,CALL FOR PRICE,H,0,0
01-SSC-3810,A6833412,N/A,N/A,SONICWALL SUPERMASSIVE 9200,26995,Deal Registration Eligible Any Value,CALL FOR PRICE,H,SNWL Authorization Required to Purchase,"Includes  BGP, Stateful HA and A/A DPI, A/A Clustering licensing and DPI-SSL (applicable with Gateway Security Services)"
